RX Date/Time,Voltage(field 1)
2023/07/18/ 10:25:30::865,163595,2.75
2023/07/18/ 10:25:30::887,163620,2.61
2023/07/18/ 10:25:30::902,163647,2.63
2023/07/18/ 10:25:30::923,163673,2.58
2023/07/18/ 10:25:30::946,163698,2.81
2023/07/18/ 10:25:30::975,163724,2.59
2023/07/18/ 10:25:31::005,163749,2.74
2023/07/18/ 10:25:31::025,163775,2.56
2023/07/18/ 10:25:31::051,163801,2.54
2023/07/18/ 10:25:31::080,163826,2.70
2023/07/18/ 10:25:31::110,163853,2.76
2023/07/18/ 10:25:31::128,163878,2.53
2023/07/18/ 10:25:31::150,163904,2.61
2023/07/18/ 10:25:31::184,163930,2.57
2023/07/18/ 10:25:31::214,163955,2.61
2023/07/18/ 10:25:31::235,163981,2.45
2023/07/18/ 10:25:31::270,164006,2.60
2023/07/18/ 10:25:31::306,164032,2.53
2023/07/18/ 10:25:31::329,164059,2.61
2023/07/18/ 10:25:31::343,164084,2.71
2023/07/18/ 10:25:31::374,164110,2.71
2023/07/18/ 10:25:31::387,164135,2.35
2023/07/18/ 10:25:31::414,164161,2.16
2023/07/18/ 10:25:31::466,164187,2.50
2023/07/18/ 10:25:31::468,164212,2.99
2023/07/18/ 10:25:31::490,164239,2.43
2023/07/18/ 10:25:31::517,164264,2.77
2023/07/18/ 10:25:31::551,164290,2.58
2023/07/18/ 10:25:31::565,164316,2.67
2023/07/18/ 10:25:31::591,164341,2.72
2023/07/18/ 10:25:31::629,164367,2.47
2023/07/18/ 10:25:31::659,164392,2.83
2023/07/18/ 10:25:31::673,164418,2.49
2023/07/18/ 10:25:31::694,164445,2.46
2023/07/18/ 10:25:31::740,164470,2.86
2023/07/18/ 10:25:31::769,164496,2.73
2023/07/18/ 10:25:31::785,164521,2.91
2023/07/18/ 10:25:31::798,164547,2.45
2023/07/18/ 10:25:31::850,164573,2.85
2023/07/18/ 10:25:31::850,164598,2.74
2023/07/18/ 10:25:31::881,164624,2.69
2023/07/18/ 10:25:31::913,164651,2.69
2023/07/18/ 10:25:31::933,164676,2.39
2023/07/18/ 10:25:31::956,164702,2.69
2023/07/18/ 10:25:31::976,164727,2.99
2023/07/18/ 10:25:32::031,164753,2.64
2023/07/18/ 10:25:32::031,164779,2.43
2023/07/18/ 10:25:32::060,164804,2.76
2023/07/18/ 10:25:32::079,164830,2.93
2023/07/18/ 10:25:32::118,164856,2.67
2023/07/18/ 10:25:32::131,164882,2.86
2023/07/18/ 10:25:32::156,164908,2.53
2023/07/18/ 10:25:32::183,164933,2.62
2023/07/18/ 10:25:32::211,164959,2.48
2023/07/18/ 10:25:32::234,164984,3.01
2023/07/18/ 10:25:32::257,165010,2.63
2023/07/18/ 10:25:32::298,165036,2.74
2023/07/18/ 10:25:32::322,165062,2.63
2023/07/18/ 10:25:32::340,165088,2.39
2023/07/18/ 10:25:32::362,165113,2.39
2023/07/18/ 10:25:32::393,165139,2.96
2023/07/18/ 10:25:32::419,165165,2.74
2023/07/18/ 10:25:32::437,165190,2.32
2023/07/18/ 10:25:32::488,165216,2.43
2023/07/18/ 10:25:32::504,165242,2.44
2023/07/18/ 10:25:32::516,165268,2.25
2023/07/18/ 10:25:32::543,165294,2.48
2023/07/18/ 10:25:32::592,165319,2.61
2023/07/18/ 10:25:32::606,165345,2.62
2023/07/18/ 10:25:32::620,165370,2.60
2023/07/18/ 10:25:32::659,165396,2.55
2023/07/18/ 10:25:32::673,165422,2.36
2023/07/18/ 10:25:32::698,165448,2.59
2023/07/18/ 10:25:32::729,165474,2.39
2023/07/18/ 10:25:32::778,165499,2.47
2023/07/18/ 10:25:32::778,165525,2.51
2023/07/18/ 10:25:32::800,165551,2.53
2023/07/18/ 10:25:32::831,165576,2.90
2023/07/18/ 10:25:32::863,165602,2.57
2023/07/18/ 10:25:32::888,165627,2.67
2023/07/18/ 10:25:32::904,165654,3.05
2023/07/18/ 10:25:32::933,165680,2.51
2023/07/18/ 10:25:32::955,165705,2.73
2023/07/18/ 10:25:32::980,165731,2.51
2023/07/18/ 10:25:33::003,165756,2.54
2023/07/18/ 10:25:33::057,165782,2.88
2023/07/18/ 10:25:33::061,165808,2.48
2023/07/18/ 10:25:33::089,165833,2.41
2023/07/18/ 10:25:33::116,165860,2.46
2023/07/18/ 10:25:33::149,165885,2.42
2023/07/18/ 10:25:33::163,165911,2.97
2023/07/18/ 10:25:33::191,165937,2.47
2023/07/18/ 10:25:33::224,165962,2.40
2023/07/18/ 10:25:33::239,165988,2.51
2023/07/18/ 10:25:33::267,166013,2.87
2023/07/18/ 10:25:33::287,166039,2.82
2023/07/18/ 10:25:33::326,166066,2.45
2023/07/18/ 10:25:33::340,166091,2.31
2023/07/18/ 10:25:33::368,166117,2.36
2023/07/18/ 10:25:33::407,166142,2.63
2023/07/18/ 10:25:33::422,166168,2.82
2023/07/18/ 10:25:33::442,166194,2.53
2023/07/18/ 10:25:33::467,166219,2.81
2023/07/18/ 10:25:33::510,166246,2.62
2023/07/18/ 10:25:33::529,166272,2.71
2023/07/18/ 10:25:33::546,166297,2.62
2023/07/18/ 10:25:33::570,166323,2.73
2023/07/18/ 10:25:33::601,166348,2.46
2023/07/18/ 10:25:33::631,166374,2.27
2023/07/18/ 10:25:33::649,166400,2.71
2023/07/18/ 10:25:33::703,166425,2.62
2023/07/18/ 10:25:33::703,166452,2.84
2023/07/18/ 10:25:33::731,166477,2.58
2023/07/18/ 10:25:33::750,166503,2.61
2023/07/18/ 10:25:33::794,166529,2.37
2023/07/18/ 10:25:33::813,166554,2.50
2023/07/18/ 10:25:33::837,166580,2.39
2023/07/18/ 10:25:33::856,166605,2.45
2023/07/18/ 10:25:33::891,166631,2.69
2023/07/18/ 10:25:33::905,166658,2.54
2023/07/18/ 10:25:33::932,166683,2.56
2023/07/18/ 10:25:33::986,166709,2.33
2023/07/18/ 10:25:33::986,166734,2.49
2023/07/18/ 10:25:34::009,166760,2.68
2023/07/18/ 10:25:34::032,166786,2.64
2023/07/18/ 10:25:34::074,166811,2.43
2023/07/18/ 10:25:34::089,166838,2.76
2023/07/18/ 10:25:34::111,166863,2.59
2023/07/18/ 10:25:34::152,166889,2.40
2023/07/18/ 10:25:34::166,166915,2.63
2023/07/18/ 10:25:34::195,166940,2.64
2023/07/18/ 10:25:34::225,166966,2.87
2023/07/18/ 10:25:34::240,166991,2.63
2023/07/18/ 10:25:34::266,167017,2.42
2023/07/18/ 10:25:34::288,167044,2.51
2023/07/18/ 10:25:34::315,167069,2.78
2023/07/18/ 10:25:34::356,167095,2.77
2023/07/18/ 10:25:34::370,167120,2.87
2023/07/18/ 10:25:34::397,167146,2.24
2023/07/18/ 10:25:34::432,167172,2.48
2023/07/18/ 10:25:34::446,167197,2.36
2023/07/18/ 10:25:34::472,167223,2.53
2023/07/18/ 10:25:34::493,167249,2.64
2023/07/18/ 10:25:34::527,167275,2.85
2023/07/18/ 10:25:34::549,167301,2.65
2023/07/18/ 10:25:34::576,167326,2.59
2023/07/18/ 10:25:34::616,167352,2.53
2023/07/18/ 10:25:34::630,167377,2.61
2023/07/18/ 10:25:34::648,167403,2.68
2023/07/18/ 10:25:34::689,167429,2.81
2023/07/18/ 10:25:34::705,167455,2.42
2023/07/18/ 10:25:34::726,167481,2.46
2023/07/18/ 10:25:34::759,167506,2.62
2023/07/18/ 10:25:34::777,167532,2.69
2023/07/18/ 10:25:34::816,167558,2.77
2023/07/18/ 10:25:34::832,167583,2.63
2023/07/18/ 10:25:34::855,167609,2.39
2023/07/18/ 10:25:34::905,167634,2.17
2023/07/18/ 10:25:34::919,167661,2.49
2023/07/18/ 10:25:34::933,167687,2.21
2023/07/18/ 10:25:34::958,167712,2.71
2023/07/18/ 10:25:34::997,167738,2.49
2023/07/18/ 10:25:35::012,167763,2.59
2023/07/18/ 10:25:35::036,167789,2.35
2023/07/18/ 10:25:35::059,167815,2.95
2023/07/18/ 10:25:35::099,167841,2.49
2023/07/18/ 10:25:35::122,167867,2.44
2023/07/18/ 10:25:35::139,167892,2.81
2023/07/18/ 10:25:35::177,167918,2.60
2023/07/18/ 10:25:35::192,167944,2.78
2023/07/18/ 10:25:35::216,167969,2.73
2023/07/18/ 10:25:35::246,167995,2.68
2023/07/18/ 10:25:35::280,168020,2.54
2023/07/18/ 10:25:35::303,168047,2.55
2023/07/18/ 10:25:35::320,168073,2.60
2023/07/18/ 10:25:35::359,168098,2.65
2023/07/18/ 10:25:35::373,168124,2.61
2023/07/18/ 10:25:35::398,168150,2.70
2023/07/18/ 10:25:35::422,168175,3.01
2023/07/18/ 10:25:35::450,168201,2.41
2023/07/18/ 10:25:35::477,168226,2.56
2023/07/18/ 10:25:35::500,168253,2.52
2023/07/18/ 10:25:35::530,168279,2.52
2023/07/18/ 10:25:35::562,168304,2.59
2023/07/18/ 10:25:35::578,168330,2.56
2023/07/18/ 10:25:35::602,168355,2.48
2023/07/18/ 10:25:35::638,168381,2.11
2023/07/18/ 10:25:35::651,168407,2.72
2023/07/18/ 10:25:35::681,168432,2.82
2023/07/18/ 10:25:35::703,168459,2.69
2023/07/18/ 10:25:35::743,168484,2.78
2023/07/18/ 10:25:35::757,168510,2.78
2023/07/18/ 10:25:35::782,168536,2.55
2023/07/18/ 10:25:35::806,168561,2.34
2023/07/18/ 10:25:35::849,168587,2.61
2023/07/18/ 10:25:35::867,168612,2.57
2023/07/18/ 10:25:35::894,168638,2.56
2023/07/18/ 10:25:35::923,168665,2.29
2023/07/18/ 10:25:35::940,168690,2.51
2023/07/18/ 10:25:35::960,168716,2.97
2023/07/18/ 10:25:35::993,168741,2.54
2023/07/18/ 10:25:36::023,168767,2.51
2023/07/18/ 10:25:36::037,168793,2.59
2023/07/18/ 10:25:36::064,168818,2.69
2023/07/18/ 10:25:36::107,168845,2.58
2023/07/18/ 10:25:36::123,168870,2.41
2023/07/18/ 10:25:36::151,168896,2.46
2023/07/18/ 10:25:36::170,168922,2.48
2023/07/18/ 10:25:36::212,168947,2.41
2023/07/18/ 10:25:36::228,168973,2.62
2023/07/18/ 10:25:36::251,168998,2.53
2023/07/18/ 10:25:36::268,169024,2.58
2023/07/18/ 10:25:36::308,169051,2.63
2023/07/18/ 10:25:36::323,169076,2.88
2023/07/18/ 10:25:36::348,169102,2.38
2023/07/18/ 10:25:36::391,169127,2.48
2023/07/18/ 10:25:36::406,169153,2.70
2023/07/18/ 10:25:36::432,169179,2.64
2023/07/18/ 10:25:36::449,169204,2.48
2023/07/18/ 10:25:36::494,169230,2.62
2023/07/18/ 10:25:36::508,169256,2.48
2023/07/18/ 10:25:36::525,169282,2.61
2023/07/18/ 10:25:36::551,169308,2.51
2023/07/18/ 10:25:36::590,169333,2.54
2023/07/18/ 10:25:36::607,169359,2.37
2023/07/18/ 10:25:36::628,169384,2.59
2023/07/18/ 10:25:36::669,169410,2.59
2023/07/18/ 10:25:36::684,169436,2.40
2023/07/18/ 10:25:36::706,169462,2.73
2023/07/18/ 10:25:36::733,169488,2.55
2023/07/18/ 10:25:36::762,169513,2.69
2023/07/18/ 10:25:36::785,169539,2.54
2023/07/18/ 10:25:36::824,169565,2.61
2023/07/18/ 10:25:36::842,169590,2.82
2023/07/18/ 10:25:36::875,169616,2.92
2023/07/18/ 10:25:36::891,169641,2.79
2023/07/18/ 10:25:36::915,169668,2.67
2023/07/18/ 10:25:36::954,169694,2.45
2023/07/18/ 10:25:36::968,169719,2.68
2023/07/18/ 10:25:36::993,169745,2.49
2023/07/18/ 10:25:37::015,169771,2.39
2023/07/18/ 10:25:37::055,169796,2.43
2023/07/18/ 10:25:37::067,169822,2.77
2023/07/18/ 10:25:37::097,169847,2.97
2023/07/18/ 10:25:37::142,169874,2.86
2023/07/18/ 10:25:37::161,169900,2.49
2023/07/18/ 10:25:37::175,169925,2.99
2023/07/18/ 10:25:37::202,169951,2.37
2023/07/18/ 10:25:37::235,169976,2.91
2023/07/18/ 10:25:37::250,170002,2.82
2023/07/18/ 10:25:37::270,170028,2.57
2023/07/18/ 10:25:37::317,170054,2.61
2023/07/18/ 10:25:37::342,170080,2.54
2023/07/18/ 10:25:37::356,170105,2.80
2023/07/18/ 10:25:37::376,170131,2.61
2023/07/18/ 10:25:37::418,170157,2.14
2023/07/18/ 10:25:37::433,170182,2.64
2023/07/18/ 10:25:37::458,170208,2.78
2023/07/18/ 10:25:37::478,170233,2.52
2023/07/18/ 10:25:37::523,170260,2.48
2023/07/18/ 10:25:37::537,170286,2.45
2023/07/18/ 10:25:37::564,170311,2.71
2023/07/18/ 10:25:37::594,170337,2.66
2023/07/18/ 10:25:37::607,170362,2.85
2023/07/18/ 10:25:37::634,170388,2.70
2023/07/18/ 10:25:37::657,170414,2.67
2023/07/18/ 10:25:37::697,170439,2.57
2023/07/18/ 10:25:37::710,170466,2.70
2023/07/18/ 10:25:37::735,170491,2.75
2023/07/18/ 10:25:37::762,170517,2.61
2023/07/18/ 10:25:37::815,170543,2.79
2023/07/18/ 10:25:37::815,170568,2.51
2023/07/18/ 10:25:37::850,170594,3.08
2023/07/18/ 10:25:37::868,170619,2.60
2023/07/18/ 10:25:37::894,170645,2.55
2023/07/18/ 10:25:37::916,170672,2.84
2023/07/18/ 10:25:37::949,170697,2.39
2023/07/18/ 10:25:37::981,170723,2.45
2023/07/18/ 10:25:37::995,170748,2.29
2023/07/18/ 10:25:38::018,170774,2.41
2023/07/18/ 10:25:38::058,170800,2.74
2023/07/18/ 10:25:38::072,170825,2.51
2023/07/18/ 10:25:38::098,170852,2.58
2023/07/18/ 10:25:38::121,170877,2.25
2023/07/18/ 10:25:38::162,170903,2.40
2023/07/18/ 10:25:38::176,170929,2.47
2023/07/18/ 10:25:38::203,170954,2.56
2023/07/18/ 10:25:38::223,170980,2.66
2023/07/18/ 10:25:38::273,171005,2.75
2023/07/18/ 10:25:38::287,171031,2.61
2023/07/18/ 10:25:38::301,171058,2.55
2023/07/18/ 10:25:38::346,171083,2.59
2023/07/18/ 10:25:38::364,171109,2.59
2023/07/18/ 10:25:38::379,171134,2.55
2023/07/18/ 10:25:38::406,171160,2.51
2023/07/18/ 10:25:38::447,171186,2.54
2023/07/18/ 10:25:38::465,171211,2.78
2023/07/18/ 10:25:38::481,171237,2.57
2023/07/18/ 10:25:38::510,171264,2.53
2023/07/18/ 10:25:38::549,171289,2.64
2023/07/18/ 10:25:38::566,171315,2.72
2023/07/18/ 10:25:38::584,171340,2.66
2023/07/18/ 10:25:38::625,171366,2.61
2023/07/18/ 10:25:38::640,171392,2.65
2023/07/18/ 10:25:38::665,171417,2.67
2023/07/18/ 10:25:38::684,171443,2.80
2023/07/18/ 10:25:38::730,171469,2.42
2023/07/18/ 10:25:38::744,171495,2.75
2023/07/18/ 10:25:38::768,171521,2.42
2023/07/18/ 10:25:38::804,171546,2.36
2023/07/18/ 10:25:38::818,171572,2.44
2023/07/18/ 10:25:38::843,171597,2.29
2023/07/18/ 10:25:38::864,171623,2.42
2023/07/18/ 10:25:38::902,171649,2.44
2023/07/18/ 10:25:38::919,171675,2.73
2023/07/18/ 10:25:38::958,171701,2.84
2023/07/18/ 10:25:38::984,171726,2.36
2023/07/18/ 10:25:38::999,171752,2.32
2023/07/18/ 10:25:39::028,171778,2.61
2023/07/18/ 10:25:39::062,171803,2.47
2023/07/18/ 10:25:39::081,171829,2.59
2023/07/18/ 10:25:39::106,171855,2.72
2023/07/18/ 10:25:39::124,171881,2.94
2023/07/18/ 10:25:39::147,171907,2.58
2023/07/18/ 10:25:39::189,171932,2.79
2023/07/18/ 10:25:39::203,171958,2.83
2023/07/18/ 10:25:39::232,171983,2.55
2023/07/18/ 10:25:39::265,172009,2.85
2023/07/18/ 10:25:39::280,172035,2.56
2023/07/18/ 10:25:39::305,172061,2.65
2023/07/18/ 10:25:39::329,172087,2.73
2023/07/18/ 10:25:39::384,172112,2.79
2023/07/18/ 10:25:39::384,172138,2.74
2023/07/18/ 10:25:39::410,172164,2.49
2023/07/18/ 10:25:39::431,172189,2.45
2023/07/18/ 10:25:39::488,172215,2.44
2023/07/18/ 10:25:39::488,172240,2.21
2023/07/18/ 10:25:39::518,172267,2.69
2023/07/18/ 10:25:39::548,172293,2.78
2023/07/18/ 10:25:39::565,172318,2.76
2023/07/18/ 10:25:39::586,172344,2.43
2023/07/18/ 10:25:39::618,172369,2.81
2023/07/18/ 10:25:39::648,172395,2.86
2023/07/18/ 10:25:39::674,172421,2.70
2023/07/18/ 10:25:39::692,172446,2.61
2023/07/18/ 10:25:39::723,172473,2.66
2023/07/18/ 10:25:39::758,172498,2.64
2023/07/18/ 10:25:39::772,172524,2.85
2023/07/18/ 10:25:39::793,172550,3.06
2023/07/18/ 10:25:39::836,172575,2.57
2023/07/18/ 10:25:39::850,172601,2.42
2023/07/18/ 10:25:39::884,172626,2.58
2023/07/18/ 10:25:39::917,172653,2.33
2023/07/18/ 10:25:39::938,172679,2.60
2023/07/18/ 10:25:39::949,172704,3.10
2023/07/18/ 10:25:39::977,172730,2.59
2023/07/18/ 10:25:40::016,172755,2.29
2023/07/18/ 10:25:40::034,172781,2.52
2023/07/18/ 10:25:40::058,172807,2.64
2023/07/18/ 10:25:40::076,172832,2.60
2023/07/18/ 10:25:40::117,172859,2.41
2023/07/18/ 10:25:40::132,172884,2.69
2023/07/18/ 10:25:40::155,172910,2.53
2023/07/18/ 10:25:40::177,172936,2.76
2023/07/18/ 10:25:40::210,172961,2.90
2023/07/18/ 10:25:40::230,172987,2.59
2023/07/18/ 10:25:40::268,173012,2.33
2023/07/18/ 10:25:40::301,173038,2.37
2023/07/18/ 10:25:40::319,173065,2.26
2023/07/18/ 10:25:40::333,173090,2.20
2023/07/18/ 10:25:40::380,173116,2.55
2023/07/18/ 10:25:40::409,173142,2.39
2023/07/18/ 10:25:40::425,173167,2.31
2023/07/18/ 10:25:40::440,173193,2.61
2023/07/18/ 10:25:40::460,173218,2.47
2023/07/18/ 10:25:40::492,173244,2.66
2023/07/18/ 10:25:40::511,173271,2.43
2023/07/18/ 10:25:40::544,173296,2.60
2023/07/18/ 10:25:40::578,173322,2.55
2023/07/18/ 10:25:40::592,173347,2.75
2023/07/18/ 10:25:40::616,173373,2.52
2023/07/18/ 10:25:40::639,173399,3.04
2023/07/18/ 10:25:40::670,173424,2.49
2023/07/18/ 10:25:40::703,173451,2.56
2023/07/18/ 10:25:40::718,173476,2.56
2023/07/18/ 10:25:40::772,173502,2.95
2023/07/18/ 10:25:40::772,173528,2.74
2023/07/18/ 10:25:40::795,173553,2.62
2023/07/18/ 10:25:40::821,173579,2.56
2023/07/18/ 10:25:40::864,173604,2.88
2023/07/18/ 10:25:40::882,173630,2.70
2023/07/18/ 10:25:40::898,173657,2.55
2023/07/18/ 10:25:40::925,173682,2.45
2023/07/18/ 10:25:40::961,173708,2.63
2023/07/18/ 10:25:40::977,173733,2.63
2023/07/18/ 10:25:41::000,173759,2.38
2023/07/18/ 10:25:41::046,173785,2.25
2023/07/18/ 10:25:41::063,173810,2.41
2023/07/18/ 10:25:41::080,173836,2.26
2023/07/18/ 10:25:41::103,173862,2.71
2023/07/18/ 10:25:41::145,173888,2.87
2023/07/18/ 10:25:41::168,173914,2.67
2023/07/18/ 10:25:41::183,173939,2.61
2023/07/18/ 10:25:41::224,173965,2.71
2023/07/18/ 10:25:41::241,173990,2.17
2023/07/18/ 10:25:41::264,174016,2.80
2023/07/18/ 10:25:41::283,174042,2.83
2023/07/18/ 10:25:41::322,174068,2.55
2023/07/18/ 10:25:41::335,174094,2.49
2023/07/18/ 10:25:41::363,174119,2.30
2023/07/18/ 10:25:41::385,174145,2.59
2023/07/18/ 10:25:41::441,174171,2.54
2023/07/18/ 10:25:41::441,174196,2.67
2023/07/18/ 10:25:41::469,174222,2.60
2023/07/18/ 10:25:41::503,174248,2.28
2023/07/18/ 10:25:41::517,174274,2.24
2023/07/18/ 10:25:41::540,174300,2.46
2023/07/18/ 10:25:41::572,174325,2.66
2023/07/18/ 10:25:41::608,174351,2.45
2023/07/18/ 10:25:41::621,174376,2.78
2023/07/18/ 10:25:41::646,174402,2.47
2023/07/18/ 10:25:41::668,174428,2.17
2023/07/18/ 10:25:41::701,174454,2.48
2023/07/18/ 10:25:41::731,174480,2.66
2023/07/18/ 10:25:41::751,174505,2.11
2023/07/18/ 10:25:41::787,174531,2.27
2023/07/18/ 10:25:41::801,174557,2.75
2023/07/18/ 10:25:41::827,174582,2.71
2023/07/18/ 10:25:41::853,174608,2.53
2023/07/18/ 10:25:41::892,174633,2.92
2023/07/18/ 10:25:41::907,174660,2.34
2023/07/18/ 10:25:41::933,174686,2.78
2023/07/18/ 10:25:41::969,174711,2.61
2023/07/18/ 10:25:41::988,174737,2.60
2023/07/18/ 10:25:42::014,174763,2.74
2023/07/18/ 10:25:42::032,174788,2.66
2023/07/18/ 10:25:42::085,174814,2.45
2023/07/18/ 10:25:42::085,174840,2.74
2023/07/18/ 10:25:42::103,174866,2.90
2023/07/18/ 10:25:42::131,174892,2.52
2023/07/18/ 10:25:42::176,174917,2.82
2023/07/18/ 10:25:42::190,174943,2.61
2023/07/18/ 10:25:42::209,174968,2.91
2023/07/18/ 10:25:42::253,174994,2.69
2023/07/18/ 10:25:42::267,175020,2.92
2023/07/18/ 10:25:42::287,175046,2.48
2023/07/18/ 10:25:42::310,175072,2.31
2023/07/18/ 10:25:42::340,175097,2.38
2023/07/18/ 10:25:42::371,175123,2.66
2023/07/18/ 10:25:42::390,175149,2.43
2023/07/18/ 10:25:42::414,175174,2.69
2023/07/18/ 10:25:42::455,175200,2.47
2023/07/18/ 10:25:42::471,175225,2.75
2023/07/18/ 10:25:42::496,175252,2.42
2023/07/18/ 10:25:42::541,175278,2.44
2023/07/18/ 10:25:42::558,175303,2.70
2023/07/18/ 10:25:42::572,175329,2.92
2023/07/18/ 10:25:42::603,175354,2.50
2023/07/18/ 10:25:42::624,175380,2.54
2023/07/18/ 10:25:42::645,175406,2.72
2023/07/18/ 10:25:42::683,175431,2.61
2023/07/18/ 10:25:42::705,175458,2.14
2023/07/18/ 10:25:42::733,175483,2.48
2023/07/18/ 10:25:42::748,175509,2.61
2023/07/18/ 10:25:42::775,175535,2.59
2023/07/18/ 10:25:42::806,175560,2.94
2023/07/18/ 10:25:42::828,175586,2.41
2023/07/18/ 10:25:42::857,175611,2.37
2023/07/18/ 10:25:42::877,175638,2.49
2023/07/18/ 10:25:42::908,175664,2.93
2023/07/18/ 10:25:42::931,175689,2.66
2023/07/18/ 10:25:42::954,175715,2.52
2023/07/18/ 10:25:43::004,175740,2.61
2023/07/18/ 10:25:43::019,175766,2.68
2023/07/18/ 10:25:43::034,175792,2.65
2023/07/18/ 10:25:43::058,175817,2.92
2023/07/18/ 10:25:43::098,175844,2.64
2023/07/18/ 10:25:43::114,175869,2.40
2023/07/18/ 10:25:43::140,175895,2.47
2023/07/18/ 10:25:43::182,175921,2.61
2023/07/18/ 10:25:43::197,175946,2.57
2023/07/18/ 10:25:43::212,175972,2.37
2023/07/18/ 10:25:43::241,175997,2.69
2023/07/18/ 10:25:43::278,176023,2.73
2023/07/18/ 10:25:43::298,176050,2.42
2023/07/18/ 10:25:43::325,176075,2.47
2023/07/18/ 10:25:43::343,176101,2.48
2023/07/18/ 10:25:43::383,176126,2.21
2023/07/18/ 10:25:43::402,176152,2.48
2023/07/18/ 10:25:43::417,176178,2.81
2023/07/18/ 10:25:43::460,176203,2.56
2023/07/18/ 10:25:43::474,176229,2.39
2023/07/18/ 10:25:43::495,176256,2.82
2023/07/18/ 10:25:43::518,176281,2.72
2023/07/18/ 10:25:43::550,176307,2.43
2023/07/18/ 10:25:43::572,176332,2.38
2023/07/18/ 10:25:43::598,176358,2.83
2023/07/18/ 10:25:43::621,176384,2.35
2023/07/18/ 10:25:43::652,176409,2.77
2023/07/18/ 10:25:43::681,176435,2.44
2023/07/18/ 10:25:43::697,176461,2.48
2023/07/18/ 10:25:43::750,176487,2.51
2023/07/18/ 10:25:43::766,176513,2.55
2023/07/18/ 10:25:43::780,176538,2.58
2023/07/18/ 10:25:43::806,176564,2.71
2023/07/18/ 10:25:43::839,176589,2.59
2023/07/18/ 10:25:43::854,176615,2.32
2023/07/18/ 10:25:43::883,176642,2.45
2023/07/18/ 10:25:43::926,176667,2.66
2023/07/18/ 10:25:43::945,176693,2.43
2023/07/18/ 10:25:43::959,176718,2.28
2023/07/18/ 10:25:43::984,176744,2.59
2023/07/18/ 10:25:44::023,176770,2.62
2023/07/18/ 10:25:44::037,176795,2.45
2023/07/18/ 10:25:44::061,176821,2.83
2023/07/18/ 10:25:44::095,176847,2.61
2023/07/18/ 10:25:44::115,176873,2.66
2023/07/18/ 10:25:44::138,176899,2.68
2023/07/18/ 10:25:44::163,176924,2.96
2023/07/18/ 10:25:44::190,176950,2.85
2023/07/18/ 10:25:44::222,176975,2.30
2023/07/18/ 10:25:44::241,177001,3.10
2023/07/18/ 10:25:44::265,177027,2.57
2023/07/18/ 10:25:44::309,177053,2.57
2023/07/18/ 10:25:44::323,177079,2.26
2023/07/18/ 10:25:44::345,177104,2.65
2023/07/18/ 10:25:44::383,177130,2.39
2023/07/18/ 10:25:44::398,177156,2.61
2023/07/18/ 10:25:44::423,177181,2.67
2023/07/18/ 10:25:44::443,177207,2.62
2023/07/18/ 10:25:44::501,177233,2.49
2023/07/18/ 10:25:44::501,177259,2.40
2023/07/18/ 10:25:44::531,177285,2.61
2023/07/18/ 10:25:44::548,177310,2.44
2023/07/18/ 10:25:44::593,177336,2.48
2023/07/18/ 10:25:44::609,177361,2.10
2023/07/18/ 10:25:44::625,177387,2.61
2023/07/18/ 10:25:44::667,177413,2.35
2023/07/18/ 10:25:44::683,177439,2.68
2023/07/18/ 10:25:44::703,177465,2.32
2023/07/18/ 10:25:44::728,177490,2.33
2023/07/18/ 10:25:44::759,177516,2.55
2023/07/18/ 10:25:44::785,177542,2.61
2023/07/18/ 10:25:44::803,177567,2.48
2023/07/18/ 10:25:44::837,177593,2.79
2023/07/18/ 10:25:44::871,177618,2.70
2023/07/18/ 10:25:44::884,177645,2.76
2023/07/18/ 10:25:44::911,177671,2.50
2023/07/18/ 10:25:44::950,177696,2.75
2023/07/18/ 10:25:44::967,177722,2.61
2023/07/18/ 10:25:44::993,177747,2.45
2023/07/18/ 10:25:45::012,177773,2.43
2023/07/18/ 10:25:45::069,177799,2.43
2023/07/18/ 10:25:45::069,177824,2.04
2023/07/18/ 10:25:45::097,177851,2.63
2023/07/18/ 10:25:45::132,177876,2.77
2023/07/18/ 10:25:45::150,177902,2.55
2023/07/18/ 10:25:45::167,177928,2.54
2023/07/18/ 10:25:45::198,177953,2.61
2023/07/18/ 10:25:45::233,177979,2.39
2023/07/18/ 10:25:45::248,178004,2.37
2023/07/18/ 10:25:45::269,178030,2.45
2023/07/18/ 10:25:45::301,178057,2.57
2023/07/18/ 10:25:45::333,178082,2.42
2023/07/18/ 10:25:45::347,178108,2.88
2023/07/18/ 10:25:45::371,178134,2.65
2023/07/18/ 10:25:45::416,178159,2.27
2023/07/18/ 10:25:45::432,178185,2.60
2023/07/18/ 10:25:45::457,178210,2.73
2023/07/18/ 10:25:45::475,178237,2.65
2023/07/18/ 10:25:45::531,178263,2.21
2023/07/18/ 10:25:45::531,178288,2.42
